Postcode,State,Fuel Type, Registrations as at 31 January 2021 , Registrations as at 31 January 2022 , Registrations as at 31 January 2023 
4605,QLD,HFCEV, -   , -   , -   
4605,QLD,Hybrid/PHEV, 4 , 10 , 22 
4606,QLD,ICE," 2,019 "," 2,077 "," 2,116 "
4606,QLD,BEV, -   , -   , 3 
4606,QLD,HFCEV, -   , -   , -   
4606,QLD,Hybrid/PHEV, 4 , 10 , 13 
4608,QLD,ICE, 853 , 909 , 929 
4608,QLD,BEV, -   , -   , -   
4608,QLD,HFCEV, -   , -   , -   
4608,QLD,Hybrid/PHEV, 4 , 4 , 6 
4610,QLD,ICE," 12,348 "," 12,560 "," 12,999 "
4610,QLD,BEV, 3 , -   , 8 
4610,QLD,HFCEV, -   , -   , -   
4610,QLD,Hybrid/PHEV, 63 , 84 , 124 
4611,QLD,ICE, 123 , 142 , 152 
4611,QLD,BEV, -   , -   , -   
4611,QLD,HFCEV, -   , -   , -   
4611,QLD,Hybrid/PHEV, -   , -   , -   
4612,QLD,ICE, 253 , 265 , 279 
4612,QLD,BEV, -   , -   , -   
4612,QLD,HFCEV, -   , -   , -   
4612,QLD,Hybrid/PHEV, -   , -   , -   
4613,QLD,ICE, 808 , 789 , 817 
4613,QLD,BEV, -   , -   , -   
4613,QLD,HFCEV, -   , -   , -   
4613,QLD,Hybrid/PHEV, 3 , -   , -   
4614,QLD,ICE," 1,019 "," 1,019 "," 1,074 "
4614,QLD,BEV, -   , -   , -   
4614,QLD,HFCEV, -   , -   , -   
4614,QLD,Hybrid/PHEV, 3 , 7 , 6 
4615,QLD,ICE," 6,316 "," 6,587 "," 6,755 "
4615,QLD,BEV, -   , -   , -   
4615,QLD,HFCEV, -   , -   , -   
4615,QLD,Hybrid/PHEV, 14 , 23 , 42 
4620,QLD,ICE, 456 , 481 , 471 
4620,QLD,BEV, -   , -   , -   
4620,QLD,HFCEV, -   , -   , -   
4620,QLD,Hybrid/PHEV, 3 , 3 , -   
4621,QLD,ICE," 1,677 "," 1,688 "," 1,736 "
4621,QLD,BEV, -   , -   , -   
4621,QLD,HFCEV, -   , -   , -   
4621,QLD,Hybrid/PHEV, 3 , 4 , 7 
4625,QLD,ICE," 2,463 "," 2,490 "," 2,517 "
4625,QLD,BEV, -   , -   , 3 
4625,QLD,HFCEV, -   , -   , -   
4625,QLD,Hybrid/PHEV, 3 , 5 , 7 
4626,QLD,ICE," 1,801 "," 1,858 "," 1,872 "
4626,QLD,BEV, -   , -   , -   
4626,QLD,HFCEV, -   , -   , -   
4626,QLD,Hybrid/PHEV, 7 , 6 , 8 
4627,QLD,ICE, 673 , 701 , 729 
4627,QLD,BEV, -   , -   , -   
4627,QLD,HFCEV, -   , -   , -   
4627,QLD,Hybrid/PHEV, -   , 4 , 3 
4630,QLD,ICE," 2,130 "," 2,172 "," 2,270 "
4630,QLD,BEV, -   , -   , -   
4630,QLD,HFCEV, -   , -   , -   
4630,QLD,Hybrid/PHEV, 8 , 11 , 15 
4650,QLD,ICE," 27,614 "," 28,429 "," 29,404 "
4650,QLD,BEV, 3 , 3 , 17 
4650,QLD,HFCEV, -   , -   , -   
4650,QLD,Hybrid/PHEV, 101 , 137 , 192 
4655,QLD,ICE," 49,798 "," 51,752 "," 53,309 "
4655,QLD,BEV, 15 , 34 , 75 
4655,QLD,HFCEV, -   , -   , -   
4655,QLD,Hybrid/PHEV, 271 , 425 , 584 
4659,QLD,ICE," 4,611 "," 4,785 "," 5,002 "
4659,QLD,BEV, -   , -   , 4 
4659,QLD,HFCEV, -   , -   , -   
4659,QLD,Hybrid/PHEV, 10 , 10 , 17 
4660,QLD,ICE," 6,880 "," 7,441 "," 7,735 "
4660,QLD,BEV, -   , 3 , 5 
4660,QLD,HFCEV, -   , -   , -   
4660,QLD,Hybrid/PHEV, 22 , 31 , 53 
4662,QLD,ICE, 686 , 715 , 722 
4662,QLD,BEV, -   , -   , -   
4662,QLD,HFCEV, -   , -   , -   
4662,QLD,Hybrid/PHEV, -   , -   , -   
4670,QLD,ICE," 65,139 "," 67,075 "," 69,075 "
4670,QLD,BEV, 17 , 30 , 63 
4670,QLD,HFCEV, -   , -   , -   
4670,QLD,Hybrid/PHEV, 268 , 408 , 569 
4671,QLD,ICE," 5,557 "," 5,840 "," 6,075 "
4671,QLD,BEV, -   , 3 , 6 
4671,QLD,HFCEV, -   , -   , -   
4671,QLD,Hybrid/PHEV, 19 , 24 , 27 
4673,QLD,ICE, 598 , 630 , 647 
4673,QLD,BEV, -   , -   , -   
4673,QLD,HFCEV, -   , -   , -   
4673,QLD,Hybrid/PHEV, -   , 3 , 3 
4674,QLD,ICE," 1,536 "," 1,609 "," 1,732 "
4674,QLD,BEV, -   , -   , -   
4674,QLD,HFCEV, -   , -   , -   
4674,QLD,Hybrid/PHEV, -   , 5 , 6 
4676,QLD,ICE, 175 , 185 , 193 
4676,QLD,BEV, -   , -   , -   
4676,QLD,HFCEV, -   , -   , -   
4676,QLD,Hybrid/PHEV, -   , -   , -   
4677,QLD,ICE," 3,666 "," 3,856 "," 4,135 "
4677,QLD,BEV, -   , 3 , 6 
4677,QLD,HFCEV, -   , -   , -   
4677,QLD,Hybrid/PHEV, 14 , 21 , 31 
4678,QLD,ICE, 852 , 850 , 886 
4678,QLD,BEV, -   , -   , -   
4678,QLD,HFCEV, -   , -   , -   
4678,QLD,Hybrid/PHEV, 3 , 4 , 4 
4680,QLD,ICE," 43,029 "," 43,985 "," 45,213 "
4680,QLD,BEV, 8 , 22 , 34 
4680,QLD,HFCEV, -   , -   , -   
4680,QLD,Hybrid/PHEV, 304 , 471 , 623 
4694,QLD,ICE, 193 , 185 , 192 
4694,QLD,BEV, -   , -   , -   
4694,QLD,HFCEV, -   , -   , -   
4694,QLD,Hybrid/PHEV, -   , -   , 3 
4695,QLD,ICE, 985 , 993 ," 1,075 "
4695,QLD,BEV, -   , -   , -   
4695,QLD,HFCEV, -   , -   , -   
4695,QLD,Hybrid/PHEV, 3 , 3 , 5 
4697,QLD,ICE, 195 , 183 , 188 
4697,QLD,BEV, -   , -   , -   
4697,QLD,HFCEV, -   , -   , -   
4697,QLD,Hybrid/PHEV, -   , -   , -   
4699,QLD,ICE, 417 , 450 , 464 
4699,QLD,BEV, -   , -   , -   
4699,QLD,HFCEV, -   , -   , -   
4699,QLD,Hybrid/PHEV, -   , -   , -   
4700,QLD,ICE," 13,853 "," 13,899 "," 14,336 "
4700,QLD,BEV, 10 , 21 , 30 
4700,QLD,HFCEV, -   , -   , -   
4700,QLD,Hybrid/PHEV, 158 , 202 , 270 
4701,QLD,ICE," 31,383 "," 31,682 "," 32,359 "
4701,QLD,BEV, 4 , 13 , 31 
4701,QLD,HFCEV, -   , -   , -   
4701,QLD,Hybrid/PHEV, 222 , 308 , 405 
4702,QLD,ICE," 24,255 "," 24,621 "," 25,454 "
4702,QLD,BEV, -   , 5 , 9 
4702,QLD,HFCEV, -   , -   , -   
4702,QLD,Hybrid/PHEV, 93 , 139 , 197 
4703,QLD,ICE," 19,664 "," 20,364 "," 20,923 "
4703,QLD,BEV, 5 , 13 , 19 
4703,QLD,HFCEV, -   , -   , -   
4703,QLD,Hybrid/PHEV, 141 , 201 , 280 
4704,QLD,ICE, 165 , 170 , 165 
4704,QLD,BEV, -   , -   , -   
4704,QLD,HFCEV, -   , -   , -   
4704,QLD,Hybrid/PHEV, -   , 3 , 3 
4705,QLD,ICE, 388 , 367 , 381 
4705,QLD,BEV, -   , -   , -   
4705,QLD,HFCEV, -   , -   , -   
4705,QLD,Hybrid/PHEV, 3 , 3 , 3 
4706,QLD,ICE, 61 , 62 , 65 
4706,QLD,BEV, -   , -   , -   
4706,QLD,HFCEV, -   , -   , -   
4706,QLD,Hybrid/PHEV, -   , -   , -   
4707,QLD,ICE, 249 , 251 , 249 
4707,QLD,BEV, -   , -   , -   
4707,QLD,HFCEV, -   , -   , -   
4707,QLD,Hybrid/PHEV, -   , -   , -   
4709,QLD,ICE, 577 , 585 , 626 
4709,QLD,BEV, -   , -   , -   
4709,QLD,HFCEV, -   , -   , -   
4709,QLD,Hybrid/PHEV, 3 , 3 , 4 
4710,QLD,ICE," 3,955 "," 4,136 "," 4,273 "
4710,QLD,BEV, -   , -   , 3 
4710,QLD,HFCEV, -   , -   , -   
4710,QLD,Hybrid/PHEV, 24 , 36 , 43 
4711,QLD,ICE," 1,606 "," 1,650 "," 1,639 "
4711,QLD,BEV, 3 , 3 , -   
4711,QLD,HFCEV, -   , -   , -   
4711,QLD,Hybrid/PHEV, 6 , 7 , 8 
4712,QLD,ICE, 360 , 370 , 353 
4712,QLD,BEV, -   , -   , -   
4712,QLD,HFCEV, -   , -   , -   
4712,QLD,Hybrid/PHEV, -   , -   , 3 
4713,QLD,ICE, 297 , 287 , 282 
4713,QLD,BEV, -   , -   , -   
4713,QLD,HFCEV, -   , -   , -   
4713,QLD,Hybrid/PHEV, -   , -   , -   
4714,QLD,ICE," 2,311 "," 2,356 "," 2,442 "
4714,QLD,BEV, -   , -   , 3 
4714,QLD,HFCEV, -   , -   , -   
4714,QLD,Hybrid/PHEV, 6 , 4 , 5 
4715,QLD,ICE," 6,030 "," 6,086 "," 6,123 "
4715,QLD,BEV, -   , 3 , -   
4715,QLD,HFCEV, -   , -   , -   
4715,QLD,Hybrid/PHEV, 33 , 48 , 63 
4716,QLD,ICE, 799 , 799 , 825 
4716,QLD,BEV, -   , -   , -   
4716,QLD,HFCEV, -   , -   , -   
4716,QLD,Hybrid/PHEV, 3 , 3 , 3 
4717,QLD,ICE," 3,612 "," 3,602 "," 3,738 "
4717,QLD,BEV, 3 , -   , 7 
4717,QLD,HFCEV, -   , -   , -   
4717,QLD,Hybrid/PHEV, 14 , 14 , 19 
4718,QLD,ICE," 1,981 "," 2,099 "," 2,146 "
4718,QLD,BEV, -   , -   , -   
4718,QLD,HFCEV, -   , -   , -   
4718,QLD,Hybrid/PHEV, 7 , 10 , 9 
4719,QLD,ICE," 1,078 "," 1,110 "," 1,099 "
4719,QLD,BEV, -   , -   , -   
4719,QLD,HFCEV, -   , -   , -   
4719,QLD,Hybrid/PHEV, -   , -   , 4 
4720,QLD,ICE," 12,201 "," 12,281 "," 12,649 "
4720,QLD,BEV, -   , -   , -   
4720,QLD,HFCEV, -   , -   , -   
4720,QLD,Hybrid/PHEV, 60 , 80 , 106 
4721,QLD,ICE," 3,538 "," 3,604 "," 3,628 "
4721,QLD,BEV, -   , -   , -   
4721,QLD,HFCEV, -   , -   , -   
4721,QLD,Hybrid/PHEV, 3 , 9 , 15 
4722,QLD,ICE," 1,774 "," 1,777 "," 1,763 "
4722,QLD,BEV, 3 , -   , -   
4722,QLD,HFCEV, -   , -   , -   
4722,QLD,Hybrid/PHEV, 4 , 9 , 11 
4723,QLD,ICE," 1,382 "," 1,338 "," 1,377 "
4723,QLD,BEV, -   , -   , -   
4723,QLD,HFCEV, -   , -   , -   
4723,QLD,Hybrid/PHEV, 3 , 3 , 6 
4724,QLD,ICE, 622 , 645 , 666 
4724,QLD,BEV, -   , -   , -   
4724,QLD,HFCEV, -   , -   , -   
4724,QLD,Hybrid/PHEV, 3 , 3 , 4 
4725,QLD,ICE," 1,401 "," 1,346 "," 1,345 "
4725,QLD,BEV, -   , -   , -   
4725,QLD,HFCEV, -   , -   , -   
4725,QLD,Hybrid/PHEV, 4 , 5 , 9 
4726,QLD,ICE, 396 , 388 , 401 
4726,QLD,BEV, -   , -   , -   
4726,QLD,HFCEV, -   , -   , -   
4726,QLD,Hybrid/PHEV, -   , -   , 3 
4727,QLD,ICE, 253 , 265 , 281 
4727,QLD,BEV, -   , -   , -   
4727,QLD,HFCEV, -   , -   , -   
4727,QLD,Hybrid/PHEV, -   , -   , -   
4728,QLD,ICE, 219 , 221 , 221 
4728,QLD,BEV, -   , -   , -   
4728,QLD,HFCEV, -   , -   , -   
4728,QLD,Hybrid/PHEV, -   , 3 , -   
4730,QLD,ICE," 2,772 "," 2,802 "," 2,823 "
4730,QLD,BEV, -   , -   , -   
4730,QLD,HFCEV, -   , -   , -   
4730,QLD,Hybrid/PHEV, 4 , 9 , 19 
4731,QLD,ICE, 207 , 221 , 226 
4731,QLD,BEV, -   , -   , -   
4731,QLD,HFCEV, -   , -   , -   
4731,QLD,Hybrid/PHEV, -   , -   , -   
4732,QLD,ICE, 151 , 155 , 167 
4732,QLD,BEV, -   , -   , -   
4732,QLD,HFCEV, -   , -   , -   
4732,QLD,Hybrid/PHEV, -   , -   , -   
4733,QLD,ICE, 49 , 50 , 51 
4733,QLD,BEV, -   , -   , -   
4733,QLD,HFCEV, -   , -   , -   
4733,QLD,Hybrid/PHEV, -   , -   , -   
4735,QLD,ICE," 1,144 "," 1,196 "," 1,216 "
4735,QLD,BEV, -   , -   , -   
4735,QLD,HFCEV, -   , -   , -   
4735,QLD,Hybrid/PHEV, -   , -   , 3 
4736,QLD,ICE, 176 , 180 , 176 
4736,QLD,BEV, -   , -   , -   
4736,QLD,HFCEV, -   , -   , -   
4736,QLD,Hybrid/PHEV, -   , -   , 3 
4737,QLD,ICE," 7,165 "," 7,436 "," 7,600 "
4737,QLD,BEV, -   , -   , 3 
4737,QLD,HFCEV, -   , -   , -   
4737,QLD,Hybrid/PHEV, 22 , 30 , 45 
4738,QLD,ICE," 1,168 "," 1,159 "," 1,200 "
4738,QLD,BEV, -   , -   , -   
4738,QLD,HFCEV, -   , -   , -   
4738,QLD,Hybrid/PHEV, -   , 3 , 5 
4739,QLD,ICE, 329 , 340 , 363 
4739,QLD,BEV, -   , -   , -   
4739,QLD,HFCEV, -   , -   , -   
4739,QLD,Hybrid/PHEV, 3 , 3 , 3 
4740,QLD,ICE," 70,384 "," 70,852 "," 72,734 "
4740,QLD,BEV, 10 , 22 , 48 
4740,QLD,HFCEV, -   , -   , -   
4740,QLD,Hybrid/PHEV, 392 , 579 , 832 
4741,QLD,ICE," 6,393 "," 6,510 "," 6,849 "
4741,QLD,BEV, -   , 3 , 3 
4741,QLD,HFCEV, -   , -   , -   
4741,QLD,Hybrid/PHEV, 17 , 30 , 41 
4742,QLD,ICE," 1,113 "," 1,045 "," 1,113 "
4742,QLD,BEV, -   , 3 , -   
4742,QLD,HFCEV, -   , -   , -   
4742,QLD,Hybrid/PHEV, -   , 3 , 3 
4743,QLD,ICE, 380 , 393 , 390 
4743,QLD,BEV, -   , -   , -   
4743,QLD,HFCEV, -   , -   , -   
4743,QLD,Hybrid/PHEV, 3 , 4 , 3 
4744,QLD,ICE," 7,020 "," 6,845 "," 6,983 "
4744,QLD,BEV, -   , 3 , 3 
4744,QLD,HFCEV, -   , -   , -   
4744,QLD,Hybrid/PHEV, 28 , 36 , 50 
4745,QLD,ICE," 2,069 "," 2,048 "," 2,103 "
4745,QLD,BEV, -   , -   , -   
4745,QLD,HFCEV, -   , -   , -   
4745,QLD,Hybrid/PHEV, 3 , 4 , 9 
4746,QLD,ICE," 1,137 "," 1,121 "," 1,189 "
4746,QLD,BEV, -   , -   , -   
4746,QLD,HFCEV, -   , -   , -   
4746,QLD,Hybrid/PHEV, 7 , 10 , 11 
4750,QLD,ICE," 4,414 "," 4,486 "," 4,566 "
4750,QLD,BEV, -   , -   , 5 
4750,QLD,HFCEV, -   , -   , -   
4750,QLD,Hybrid/PHEV, 25 , 38 , 48 
4751,QLD,ICE," 3,863 "," 3,886 "," 3,919 "
4751,QLD,BEV, -   , -   , -   
4751,QLD,HFCEV, -   , -   , -   
4751,QLD,Hybrid/PHEV, 7 , 14 , 23 
4753,QLD,ICE," 3,574 "," 3,721 "," 3,725 "
4753,QLD,BEV, -   , -   , 3 
4753,QLD,HFCEV, -   , -   , -   
4753,QLD,Hybrid/PHEV, 15 , 23 , 31 
4754,QLD,ICE," 1,966 "," 2,008 "," 1,993 "
4754,QLD,BEV, -   , -   , -   
4754,QLD,HFCEV, -   , -   , -   
4754,QLD,Hybrid/PHEV, 9 , 11 , 10 
4756,QLD,ICE, 601 , 602 , 606 
4756,QLD,BEV, -   , -   , -   
4756,QLD,HFCEV, -   , -   , -   
4756,QLD,Hybrid/PHEV, -   , 3 , 4 
4757,QLD,ICE, 326 , 348 , 372 
4757,QLD,BEV, -   , -   , 3 
4757,QLD,HFCEV, -   , -   , -   
4757,QLD,Hybrid/PHEV, -   , 3 , 3 
4798,QLD,ICE, 702 , 724 , 699 
4798,QLD,BEV, -   , -   , -   
4798,QLD,HFCEV, -   , -   , -   
4798,QLD,Hybrid/PHEV, -   , 3 , 3 
4799,QLD,ICE," 1,067 "," 1,091 "," 1,183 "
4799,QLD,BEV, -   , -   , -   
4799,QLD,HFCEV, -   , -   , -   
4799,QLD,Hybrid/PHEV, 3 , 3 , -   
4800,QLD,ICE," 8,602 "," 9,053 "," 9,507 "
4800,QLD,BEV, -   , -   , 7 
4800,QLD,HFCEV, -   , -   , -   
4800,QLD,Hybrid/PHEV, 40 , 59 , 71 
4802,QLD,ICE," 8,605 "," 8,748 "," 8,915 "
4802,QLD,BEV, -   , 4 , 10 
4802,QLD,HFCEV, -   , -   , -   
4802,QLD,Hybrid/PHEV, 47 , 64 , 77 
4804,QLD,ICE," 1,714 "," 1,707 "," 1,728 "
4804,QLD,BEV, -   , -   , -   
4804,QLD,HFCEV, -   , -   , -   
4804,QLD,Hybrid/PHEV, 3 , 6 , 8 
4805,QLD,ICE," 9,051 "," 9,217 "," 9,633 "
4805,QLD,BEV, -   , -   , -   
4805,QLD,HFCEV, -   , -   , -   
4805,QLD,Hybrid/PHEV, 21 , 35 , 61 
4806,QLD,ICE," 3,434 "," 3,392 "," 3,405 "
4806,QLD,BEV, -   , -   , -   
4806,QLD,HFCEV, -   , -   , -   
4806,QLD,Hybrid/PHEV, 17 , 20 , 25 
4807,QLD,ICE," 9,392 "," 9,498 "," 9,595 "
4807,QLD,BEV, -   , -   , 3 
4807,QLD,HFCEV, -   , -   , -   
4807,QLD,Hybrid/PHEV, 61 , 83 , 108 
4808,QLD,ICE," 1,018 "," 1,013 "," 1,016 "
4808,QLD,BEV, -   , -   , -   
4808,QLD,HFCEV, -   , -   , -   
4808,QLD,Hybrid/PHEV, -   , 5 , 7 
4809,QLD,ICE," 1,057 "," 1,062 "," 1,073 "
4809,QLD,BEV, -   , -   , 3 
4809,QLD,HFCEV, -   , -   , -   
4809,QLD,Hybrid/PHEV, -   , 5 , 4 
4810,QLD,ICE," 17,206 "," 17,270 "," 17,412 "
4810,QLD,BEV, 18 , 38 , 66 
4810,QLD,HFCEV, -   , -   , -   
4810,QLD,Hybrid/PHEV, 166 , 256 , 333 
4811,QLD,ICE," 9,319 "," 9,532 "," 9,599 "
4811,QLD,BEV, 4 , 10 , 26 
4811,QLD,HFCEV, -   , -   , -   
4811,QLD,Hybrid/PHEV, 69 , 92 , 116 
4812,QLD,ICE," 13,865 "," 13,976 "," 14,107 "
4812,QLD,BEV, 4 , 14 , 28 
4812,QLD,HFCEV, -   , -   , -   
4812,QLD,Hybrid/PHEV, 97 , 122 , 180 
4814,QLD,ICE," 33,889 "," 34,401 "," 34,761 "
4814,QLD,BEV, 10 , 25 , 58 
4814,QLD,HFCEV, -   , -   , -   
4814,QLD,Hybrid/PHEV, 307 , 480 , 616 
4815,QLD,ICE," 14,684 "," 14,696 "," 14,945 "
4815,QLD,BEV, -   , 4 , 14 
4815,QLD,HFCEV, -   , -   , -   
4815,QLD,Hybrid/PHEV, 98 , 118 , 163 
4816,QLD,ICE," 7,144 "," 7,308 "," 7,560 "
4816,QLD,BEV, -   , 7 , 10 
4816,QLD,HFCEV, -   , -   , -   
4816,QLD,Hybrid/PHEV, 32 , 38 , 49 
4817,QLD,ICE," 22,218 "," 22,493 "," 22,836 "
4817,QLD,BEV, 3 , 9 , 28 
4817,QLD,HFCEV, -   , -   , -   
4817,QLD,Hybrid/PHEV, 194 , 263 , 357 
4818,QLD,ICE," 24,191 "," 24,665 "," 25,457 "
4818,QLD,BEV, 5 , 13 , 32 
4818,QLD,HFCEV, -   , -   , -   
4818,QLD,Hybrid/PHEV, 119 , 176 , 281 
4819,QLD,ICE," 2,715 "," 2,759 "," 2,845 "
4819,QLD,BEV, -   , 5 , 8 
4819,QLD,HFCEV, -   , -   , -   
4819,QLD,Hybrid/PHEV, 11 , 17 , 24 
4820,QLD,ICE," 8,147 "," 8,304 "," 8,515 "
4820,QLD,BEV, -   , -   , 3 
4820,QLD,HFCEV, -   , -   , -   
4820,QLD,Hybrid/PHEV, 34 , 47 , 69 
4821,QLD,ICE," 1,390 "," 1,394 "," 1,430 "
4821,QLD,BEV, -   , -   , -   
4821,QLD,HFCEV, -   , -   , -   
4821,QLD,Hybrid/PHEV, 4 , 4 , 7 
4822,QLD,ICE, 819 , 867 , 850 
4822,QLD,BEV, -   , -   , -   
4822,QLD,HFCEV, -   , -   , -   
4822,QLD,Hybrid/PHEV, 3 , 4 , 6 
4823,QLD,ICE, 854 , 887 , 882 
4823,QLD,BEV, -   , -   , -   
4823,QLD,HFCEV, -   , -   , -   
4823,QLD,Hybrid/PHEV, 3 , 3 , -   
4824,QLD,ICE," 2,452 "," 2,413 "," 2,438 "
4824,QLD,BEV, -   , -   , -   
4824,QLD,HFCEV, -   , -   , -   
4824,QLD,Hybrid/PHEV, 5 , 12 , 15 
4825,QLD,ICE," 14,267 "," 14,112 "," 13,879 "
4825,QLD,BEV, 3 , 3 , -   
4825,QLD,HFCEV, -   , -   , -   
4825,QLD,Hybrid/PHEV, 83 , 110 , 143 
4828,QLD,ICE, 160 , 166 , 173 
4828,QLD,BEV, -   , -   , -   
4828,QLD,HFCEV, -   , -   , -   
4828,QLD,Hybrid/PHEV, 3 , -   , 3 
4829,QLD,ICE, 461 , 486 , 498 
4829,QLD,BEV, -   , -   , -   
4829,QLD,HFCEV, -   , -   , -   
4829,QLD,Hybrid/PHEV, 3 , -   , -   
4830,QLD,ICE, 640 , 567 , 526 
4830,QLD,BEV, -   , -   , -   
4830,QLD,HFCEV, -   , -   , -   
4830,QLD,Hybrid/PHEV, -   , 3 , -   
4849,QLD,ICE," 1,241 "," 1,243 "," 1,268 "
4849,QLD,BEV, -   , -   , -   
4849,QLD,HFCEV, -   , -   , -   
4849,QLD,Hybrid/PHEV, 5 , 10 , 14 
4850,QLD,ICE," 9,736 "," 9,807 "," 9,916 "
4850,QLD,BEV, -   , 3 , 5 
4850,QLD,HFCEV, -   , -   , -   
4850,QLD,Hybrid/PHEV, 44 , 65 , 90 
4852,QLD,ICE," 3,202 "," 3,300 "," 3,496 "
4852,QLD,BEV, 3 , -   , 6 
4852,QLD,HFCEV, -   , -   , -   
4852,QLD,Hybrid/PHEV, 18 , 28 , 41 
4854,QLD,ICE," 4,625 "," 4,700 "," 4,728 "
4854,QLD,BEV, 3 , 3 , 3 
4854,QLD,HFCEV, -   , -   , -   
4854,QLD,Hybrid/PHEV, 23 , 38 , 49 
4855,QLD,ICE, 752 , 764 , 739 
4855,QLD,BEV, -   , -   , -   
4855,QLD,HFCEV, -   , -   , -   
4855,QLD,Hybrid/PHEV, 3 , 3 , 3 
4856,QLD,ICE, 601 , 614 , 628 
4856,QLD,BEV, -   , -   , -   
4856,QLD,HFCEV, -   , -   , -   
4856,QLD,Hybrid/PHEV, 4 , 4 , 3 
4858,QLD,ICE," 1,251 "," 1,247 "," 1,264 "
4858,QLD,BEV, -   , -   , -   
4858,QLD,HFCEV, -   , -   , -   
4858,QLD,Hybrid/PHEV, 4 , 12 , 13 
4859,QLD,ICE, 433 , 441 , 457 
4859,QLD,BEV, -   , -   , -   
4859,QLD,HFCEV, -   , -   , -   
4859,QLD,Hybrid/PHEV, 5 , 4 , 6 
4860,QLD,ICE," 8,442 "," 8,518 "," 8,543 "
4860,QLD,BEV, -   , -   , 3 
4860,QLD,HFCEV, -   , -   , -   
4860,QLD,Hybrid/PHEV, 57 , 78 , 112 
4861,QLD,ICE," 1,242 "," 1,285 "," 1,274 "
4861,QLD,BEV, -   , -   , 3 
4861,QLD,HFCEV, -   , -   , -   
4861,QLD,Hybrid/PHEV, 8 , 7 , 10 
4865,QLD,ICE," 6,355 "," 6,676 "," 6,853 "
4865,QLD,BEV, -   , 6 , 12 
4865,QLD,HFCEV, -   , -   , -   
4865,QLD,Hybrid/PHEV, 43 , 67 , 95 
4868,QLD,ICE," 15,582 "," 15,728 "," 15,917 "
4868,QLD,BEV, 5 , 14 , 28 
4868,QLD,HFCEV, -   , -   , -   
4868,QLD,Hybrid/PHEV, 174 , 223 , 297 
4869,QLD,ICE," 13,626 "," 13,929 "," 14,325 "
4869,QLD,BEV, -   , 9 , 11 
4869,QLD,HFCEV, -   , -   , -   
4869,QLD,Hybrid/PHEV, 87 , 142 , 197 
4870,QLD,ICE," 53,712 "," 54,910 "," 56,309 "
4870,QLD,BEV, 22 , 68 , 135 
4870,QLD,HFCEV, -   , -   , -   
4870,QLD,Hybrid/PHEV, 691 , 946 ," 1,292 "
4871,QLD,ICE," 8,778 "," 8,779 "," 8,841 "
4871,QLD,BEV, 3 , 4 , 4 
4871,QLD,HFCEV, -   , -   , -   
4871,QLD,Hybrid/PHEV, 37 , 43 , 62 
4872,QLD,ICE," 3,990 "," 4,087 "," 4,245 "
4872,QLD,BEV, -   , -   , 3 
4872,QLD,HFCEV, -   , -   , -   
4872,QLD,Hybrid/PHEV, 18 , 30 , 42 
4873,QLD,ICE," 5,756 "," 5,933 "," 5,982 "
4873,QLD,BEV, 4 , 6 , 9 
4873,QLD,HFCEV, -   , -   , -   
4873,QLD,Hybrid/PHEV, 31 , 41 , 60 
4874,QLD,ICE," 4,395 "," 4,389 "," 4,497 "
4874,QLD,BEV, -   , -   , -   
4874,QLD,HFCEV, -   , -   , -   
4874,QLD,Hybrid/PHEV, 4 , 8 , 6 
4875,QLD,ICE," 2,227 "," 2,141 "," 2,039 "
4875,QLD,BEV, -   , -   , -   
4875,QLD,HFCEV, -   , -   , -   
4875,QLD,Hybrid/PHEV, 7 , 7 , 7 
4876,QLD,ICE," 1,067 "," 1,035 "," 1,029 "
4876,QLD,BEV, -   , -   , -   
4876,QLD,HFCEV, -   , -   , -   
4876,QLD,Hybrid/PHEV, -   , 3 , 3 
4877,QLD,ICE," 3,971 "," 4,147 "," 4,318 "
4877,QLD,BEV, -   , 4 , 16 
4877,QLD,HFCEV, -   , -   , -   
4877,QLD,Hybrid/PHEV, 20 , 29 , 46 
4878,QLD,ICE," 10,983 "," 11,242 "," 11,611 "
4878,QLD,BEV, 8 , 18 , 34 
4878,QLD,HFCEV, -   , -   , -   
4878,QLD,Hybrid/PHEV, 98 , 143 , 204 
4879,QLD,ICE," 15,926 "," 16,203 "," 16,758 "
4879,QLD,BEV, 9 , 32 , 58 
4879,QLD,HFCEV, -   , -   , -   
4879,QLD,Hybrid/PHEV, 151 , 216 , 283 
4880,QLD,ICE," 10,835 "," 11,088 "," 11,371 "
4880,QLD,BEV, -   , -   , 5 
4880,QLD,HFCEV, -   , -   , -   
4880,QLD,Hybrid/PHEV, 43 , 66 , 102 
4881,QLD,ICE," 3,941 "," 4,000 "," 4,061 "
4881,QLD,BEV, 3 , 6 , 11 
4881,QLD,HFCEV, -   , -   , -   
4881,QLD,Hybrid/PHEV, 28 , 44 , 61 
4882,QLD,ICE," 2,647 "," 2,761 "," 2,819 "
4882,QLD,BEV, -   , -   , -   
4882,QLD,HFCEV, -   , -   , -   
4882,QLD,Hybrid/PHEV, 14 , 26 , 40 
4883,QLD,ICE," 6,895 "," 7,113 "," 7,206 "
4883,QLD,BEV, -   , 3 , 8 
4883,QLD,HFCEV, -   , -   , -   
4883,QLD,Hybrid/PHEV, 65 , 92 , 107 
4884,QLD,ICE," 1,896 "," 1,884 "," 1,877 "
4884,QLD,BEV, -   , 3 , 5 
